dijet,0.125,0.025,350372,591.922
dijet,0.175,0.025,191440,437.539
dijet,0.225,0.025,123199,350.997
dijet,0.275,0.025,90037,300.062
dijet,0.325,0.025,72686,269.603
dijet,0.375,0.025,62604,250.208
dijet,0.425,0.025,57293,239.36
dijet,0.475,0.025,54618,233.705
photonjet,0.125,0.025,226656,476.084
photonjet,0.175,0.025,121350,348.353
photonjet,0.225,0.025,76387,276.382
photonjet,0.275,0.025,54400,233.238
photonjet,0.325,0.025,42541,206.255
photonjet,0.375,0.025,36921,192.148
photonjet,0.425,0.025,33413,182.792
photonjet,0.475,0.025,31897,178.597
quark,0.125,0.025,351632,592.986
quark,0.175,0.025,187301,432.783
quark,0.225,0.025,117232,342.392
quark,0.275,0.025,83520,288.998
quark,0.325,0.025,65343,255.623
quark,0.375,0.025,56402,237.491
quark,0.425,0.025,51450,226.826
quark,0.475,0.025,48782,220.866
gluon,0.125,0.025,176249,419.82
gluon,0.175,0.025,98074,313.168
gluon,0.225,0.025,63677,252.343
gluon,0.275,0.025,47028,216.859
gluon,0.325,0.025,38572,196.398
gluon,0.375,0.025,32968,181.571
gluon,0.425,0.025,29937,173.023
gluon,0.475,0.025,28792,169.682
