xi_dijet,0.25,0.25,0.00625987,6.51046e-05
z_dijet,0.25,0.25,5.59773,0.00194686
xi_dijet,0.75,0.25,0.0375294,0.00015941
z_dijet,0.75,0.25,0.487442,0.000574501
xi_dijet,1.25,0.25,0.115014,0.000279065
z_dijet,1.25,0.25,0.122398,0.000287883
xi_dijet,1.75,0.25,0.260704,0.000420148
z_dijet,1.75,0.25,0.0444948,0.000173574
xi_dijet,2.25,0.25,0.501371,0.000582651
z_dijet,2.25,0.25,0.0185406,0.000112045
xi_dijet,2.75,0.25,0.807492,0.000739432
z_dijet,2.75,0.25,0.00830338,7.49819e-05
xi_dijet,3.25,0.25,1.05999,0.000847189
z_dijet,3.25,0.25,0.00390421,5.14157e-05
xi_dijet,3.75,0.25,1.1284,0.000874101
z_dijet,3.75,0.25,0.00177199,3.46386e-05
xi_dijet,4.25,0.25,0.966009,0.00080876
z_dijet,4.25,0.25,0.000727892,2.22005e-05
xi_dijet,4.75,0.25,0.667162,0.000672117
z_dijet,4.75,0.25,0.000201778,1.16887e-05
xi_photonjet,0.25,0.25,0.0128089,0.000123202
z_photonjet,0.25,0.25,4.40428,0.00228455
xi_photonjet,0.75,0.25,0.0633997,0.000274098
z_photonjet,0.75,0.25,0.506335,0.000774608
xi_photonjet,1.25,0.25,0.156054,0.000430031
z_photonjet,1.25,0.25,0.156732,0.000430964
xi_photonjet,1.75,0.25,0.290791,0.00058702
z_photonjet,1.75,0.25,0.0659392,0.000279534
xi_photonjet,2.25,0.25,0.482693,0.000756307
z_photonjet,2.25,0.25,0.0313355,0.0001927
xi_photonjet,2.75,0.25,0.709137,0.000916701
z_photonjet,2.75,0.25,0.0154503,0.00013531
xi_photonjet,3.25,0.25,0.874963,0.00101826
z_photonjet,3.25,0.25,0.00760545,9.49348e-05
xi_photonjet,3.75,0.25,0.881285,0.00102193
z_photonjet,3.75,0.25,0.00377073,6.6846e-05
xi_photonjet,4.25,0.25,0.722601,0.000925363
z_photonjet,4.25,0.25,0.00158319,4.3314e-05
xi_photonjet,4.75,0.25,0.483778,0.000757157
z_photonjet,4.75,0.25,0.000513113,2.46587e-05
xi_quark,0.25,0.25,0.0125077,9.47338e-05
z_quark,0.25,0.25,4.06181,0.00170716
xi_quark,0.75,0.25,0.0626291,0.000211984
z_quark,0.75,0.25,0.48143,0.000587736
xi_quark,1.25,0.25,0.152434,0.000330717
z_quark,1.25,0.25,0.152481,0.000330768
xi_quark,1.75,0.25,0.27933,0.000447687
z_quark,1.75,0.25,0.0649387,0.000215858
xi_quark,2.25,0.25,0.454044,0.000570774
z_quark,2.25,0.25,0.0308166,0.000148699
xi_quark,2.75,0.25,0.656723,0.000686446
z_quark,2.75,0.25,0.0152178,0.000104494
xi_quark,3.25,0.25,0.802411,0.000758777
z_quark,3.25,0.25,0.00752243,7.34674e-05
xi_quark,3.75,0.25,0.80742,0.000761142
z_quark,3.75,0.25,0.00364857,5.11655e-05
xi_quark,4.25,0.25,0.662931,0.000689683
z_quark,4.25,0.25,0.0015319,3.31536e-05
xi_quark,4.75,0.25,0.445274,0.000565235
z_quark,4.75,0.25,0.000462798,1.82226e-05
xi_gluon,0.25,0.25,0.00171406,4.29996e-05
z_gluon,0.25,0.25,5.9615,0.00253588
xi_gluon,0.75,0.25,0.0166401,0.000133977
z_gluon,0.75,0.25,0.425476,0.000677468
xi_gluon,1.25,0.25,0.0744489,0.000283387
z_gluon,1.25,0.25,0.0855456,0.000303774
xi_gluon,1.75,0.25,0.211564,0.000477719
z_gluon,1.75,0.25,0.024958,0.00016408
xi_gluon,2.25,0.25,0.468526,0.000710915
z_gluon,2.25,0.25,0.00838261,9.50913e-05
xi_gluon,2.75,0.25,0.815994,0.000938198
z_gluon,2.75,0.25,0.00295889,5.64957e-05
xi_gluon,3.25,0.25,1.11826,0.0010983
z_gluon,3.25,0.25,0.00115745,3.53348e-05
xi_gluon,3.75,0.25,1.21953,0.00114696
z_gluon,3.75,0.25,0.000454135,2.21332e-05
xi_gluon,4.25,0.25,1.05694,0.00106776
z_gluon,4.25,0.25,0.000172593,1.36447e-05
xi_gluon,4.75,0.25,0.733617,0.000889582
z_gluon,4.75,0.25,4.7463e-05,7.15532e-06
