dijet,0.125,0.025,462427,680.02
dijet,0.175,0.025,271111,520.683
dijet,0.225,0.025,185194,430.342
dijet,0.275,0.025,141555,376.238
dijet,0.325,0.025,117915,343.388
dijet,0.375,0.025,104456,323.197
dijet,0.425,0.025,97030,311.496
dijet,0.475,0.025,92779,304.596
photonjet,0.125,0.025,270819,520.403
photonjet,0.175,0.025,156810,395.992
photonjet,0.225,0.025,106623,326.532
photonjet,0.275,0.025,80216,283.224
photonjet,0.325,0.025,65388,255.711
photonjet,0.375,0.025,56946,238.634
photonjet,0.425,0.025,52297,228.685
photonjet,0.475,0.025,50281,224.234
quark,0.125,0.025,449772,670.65
quark,0.175,0.025,260536,510.427
quark,0.225,0.025,176005,419.529
quark,0.275,0.025,131468,362.585
quark,0.325,0.025,107284,327.542
quark,0.375,0.025,93327,305.495
quark,0.425,0.025,85589,292.556
quark,0.475,0.025,81713,285.855
gluon,0.125,0.025,283474,532.423
gluon,0.175,0.025,167385,409.127
gluon,0.225,0.025,115812,340.312
gluon,0.275,0.025,90303,300.505
gluon,0.325,0.025,76019,275.715
gluon,0.375,0.025,68075,260.912
gluon,0.425,0.025,63738,252.464
gluon,0.475,0.025,61347,247.683
