numJets_pp80,401436
xi_pp80,0.25,0.25,2310,48.0625
z_pp80,0.25,0.25,2.06693e+06,1437.68
xi_pp80,0.75,0.25,13871,117.775
z_pp80,0.75,0.25,180063,424.338
xi_pp80,1.25,0.25,42300,205.67
z_pp80,1.25,0.25,44971,212.064
xi_pp80,1.75,0.25,96118,310.029
z_pp80,1.75,0.25,16386,128.008
xi_pp80,2.25,0.25,185247,430.403
z_pp80,2.25,0.25,6919,83.1805
xi_pp80,2.75,0.25,297924,545.824
z_pp80,2.75,0.25,2998,54.754
xi_pp80,3.25,0.25,391358,625.586
z_pp80,3.25,0.25,1460,38.2099
xi_pp80,3.75,0.25,416715,645.535
z_pp80,3.75,0.25,633,25.1595
xi_pp80,4.25,0.25,356774,597.306
z_pp80,4.25,0.25,275,16.5831
xi_pp80,4.75,0.25,246635,496.624
z_pp80,4.75,0.25,71,8.42615
numJets_ppPhotonJet80,222066
xi_ppPhotonJet80,0.25,0.25,2827,53.1695
z_ppPhotonJet80,0.25,0.25,930754,964.756
xi_ppPhotonJet80,0.75,0.25,13402,115.767
z_ppPhotonJet80,0.75,0.25,106928,326.998
xi_ppPhotonJet80,1.25,0.25,33033,181.75
z_ppPhotonJet80,1.25,0.25,33309,182.508
xi_ppPhotonJet80,1.75,0.25,61695,248.385
z_ppPhotonJet80,1.75,0.25,14026,118.431
xi_ppPhotonJet80,2.25,0.25,101693,318.893
z_ppPhotonJet80,2.25,0.25,6564,81.0185
xi_ppPhotonJet80,2.75,0.25,150092,387.417
z_ppPhotonJet80,2.75,0.25,3284,57.3062
xi_ppPhotonJet80,3.25,0.25,184767,429.845
z_ppPhotonJet80,3.25,0.25,1672,40.8901
xi_ppPhotonJet80,3.75,0.25,186074,431.363
z_ppPhotonJet80,3.75,0.25,867,29.4449
xi_ppPhotonJet80,4.25,0.25,152738,390.817
z_ppPhotonJet80,4.25,0.25,333,18.2483
xi_ppPhotonJet80,4.75,0.25,102229,319.733
z_ppPhotonJet80,4.75,0.25,106,10.2956
xi_quark,0.25,0.25,0.0113015,0.000168118
z_quark,0.25,0.25,4.31841,0.00328631
xi_quark,0.75,0.25,0.0565423,0.000376039
z_quark,0.75,0.25,0.472998,0.00108762
xi_quark,1.25,0.25,0.141259,0.000594367
z_quark,1.25,0.25,0.1432,0.000598436
xi_quark,1.75,0.25,0.270492,0.000822476
z_quark,1.75,0.25,0.0596084,0.0003861
xi_quark,2.25,0.25,0.454562,0.00106621
z_quark,2.25,0.25,0.0278072,0.000263709
xi_quark,2.75,0.25,0.677357,0.00130153
z_quark,2.75,0.25,0.0135497,0.000184082
xi_quark,3.25,0.25,0.841865,0.001451
z_quark,3.25,0.25,0.00680238,0.00013043
xi_quark,3.75,0.25,0.860306,0.00146681
z_quark,3.75,0.25,0.00337368,9.1854e-05
xi_quark,4.25,0.25,0.717919,0.00133993
z_quark,4.25,0.25,0.00134047,5.78994e-05
xi_quark,4.75,0.25,0.486495,0.00110302
z_quark,4.75,0.25,0.000390137,3.12359e-05
xi_gluon,0.25,0.25,0.00276334,0.000111158
z_gluon,0.25,0.25,5.68284,0.00504087
xi_gluon,0.75,0.25,0.0208548,0.00030537
z_gluon,0.75,0.25,0.437565,0.00139877
xi_gluon,1.25,0.25,0.084282,0.00061389
z_gluon,1.25,0.25,0.0939895,0.000648281
xi_gluon,1.75,0.25,0.222024,0.000996377
z_gluon,1.75,0.25,0.0294086,0.000362627
xi_gluon,2.25,0.25,0.470301,0.00145014
z_gluon,2.25,0.25,0.0105705,0.000217405
xi_gluon,2.75,0.25,0.792195,0.00188209
z_gluon,2.75,0.25,0.00386332,0.000131433
xi_gluon,3.25,0.25,1.07089,0.00218825
z_gluon,3.25,0.25,0.00184223,9.07602e-05
xi_gluon,3.75,0.25,1.15715,0.00227467
z_gluon,3.75,0.25,0.000675186,5.49459e-05
xi_gluon,4.25,0.25,0.994648,0.00210891
z_gluon,4.25,0.25,0.000321943,3.79414e-05
xi_gluon,4.75,0.25,0.690094,0.00175662
z_gluon,4.75,0.25,9.39001e-05,2.04907e-05
