pp80_gluon_truth,0,2,9,34,86,191,458,822,1311,2067,3135,4551,6254,8311,10679,13123,15941,19189,21799,24417,26633,28899,30261,30992,31959,32272,32287,31827,31738,31164,30282,29828,28878,27556,26092,24810,22966,21452,19586,17737,15497,13555,11864,10210,8617,7172,5873,4837,3863,3020,2421,1839,1463,1057,777,539,450,347,263,174,122,81,79,59,28,30,22,7,9,5,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pp80_gluon_truth_error,0,1.41421,3,5.83095,9.27362,13.8203,21.4009,28.6705,36.2077,45.4643,55.9911,67.4611,79.0822,91.1647,103.339,114.556,126.258,138.524,147.645,156.259,163.196,169.997,173.957,176.045,178.771,179.644,179.686,178.401,178.152,176.533,174.017,172.708,169.935,166,161.53,157.512,151.545,146.465,139.95,133.18,124.487,116.426,108.922,101.045,92.8278,84.6877,76.6355,69.5485,62.153,54.9545,49.2037,42.8836,38.2492,32.5115,27.8747,23.2164,21.2132,18.6279,16.2173,13.1909,11.0454,9,8.88819,7.68115,5.2915,5.47723,4.69042,2.64575,3,2.23607,1.41421,1,1.41421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet,0,14,92,269,683,1578,2918,5034,7515,10730,13828,17265,20057,22642,24437,25414,25785,26691,26419,25857,25601,24759,23962,23080,22004,20822,20253,19125,17620,16532,15413,14086,13008,11807,10865,9723,8806,7663,6810,5890,5244,4416,3847,3361,2837,2437,2019,1612,1352,1113,888,721,589,470,379,300,221,145,130,97,64,52,43,43,28,19,10,11,7,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet_error,0,3.74166,9.59166,16.4012,26.1343,39.724,54.0185,70.9507,86.6891,103.586,117.593,131.396,141.623,150.473,156.323,159.418,160.577,163.374,162.539,160.801,160.003,157.35,154.797,151.921,148.337,144.298,142.313,138.293,132.74,128.577,124.149,118.684,114.053,108.66,104.235,98.6053,93.8403,87.5386,82.5227,76.7463,72.4155,66.453,62.0242,57.9741,53.2635,49.366,44.9333,40.1497,36.7696,33.3617,29.7993,26.8514,24.2693,21.6795,19.4679,17.3205,14.8661,12.0416,11.4018,9.84886,8,7.2111,6.55744,6.55744,5.2915,4.3589,3.16228,3.31662,2.64575,0,1.41421,1,1,1.41421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet_quark_truth,0,13,90,262,665,1525,2809,4871,7212,10239,13200,16359,19020,21326,22861,23632,23893,24467,24027,23352,22941,21986,21129,20149,19241,18070,17619,16592,15238,14261,13292,12109,11092,10142,9282,8194,7418,6415,5566,4810,4307,3563,3062,2667,2200,1869,1507,1210,1017,821,657,500,405,341,263,202,146,95,72,65,35,29,24,28,12,12,4,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet_quark_truth_error,0,3.60555,9.48683,16.1864,25.7876,39.0512,53,69.7925,84.9235,101.188,114.891,127.902,137.913,146.034,151.199,153.727,154.574,156.419,155.006,152.814,151.463,148.277,145.358,141.947,138.712,134.425,132.737,128.81,123.442,119.419,115.291,110.041,105.319,100.707,96.3431,90.5207,86.1278,80.0937,74.6056,69.3542,65.6277,59.6909,55.3353,51.643,46.9042,43.2319,38.8201,34.7851,31.8904,28.6531,25.632,22.3607,20.1246,18.4662,16.2173,14.2127,12.083,9.74679,8.48528,8.06226,5.91608,5.38516,4.89898,5.2915,3.4641,3.4641,2,2.64575,2.44949,0,0,0,0,1.41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet_gluon_truth,0,0,0,2,2,12,26,39,53,115,134,238,301,387,480,543,681,854,919,968,1136,1178,1254,1336,1356,1382,1348,1387,1325,1349,1316,1302,1252,1154,1111,1133,1071,980,989,891,797,733,665,609,548,505,457,354,302,261,212,192,168,111,108,87,70,44,54,29,23,21,16,14,16,6,6,4,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_photonjet_gluon_truth_error,0,0,0,1.41421,1.41421,3.4641,5.09902,6.245,7.28011,10.7238,11.5758,15.4272,17.3494,19.6723,21.9089,23.3024,26.096,29.2233,30.315,31.1127,33.7046,34.322,35.4119,36.5513,36.8239,37.1753,36.7151,37.2424,36.4005,36.7287,36.2767,36.0832,35.3836,33.9706,33.3317,33.6601,32.7261,31.305,31.4484,29.8496,28.2312,27.074,25.7876,24.6779,23.4094,22.4722,21.3776,18.8149,17.3781,16.1555,14.5602,13.8564,12.9615,10.5357,10.3923,9.32738,8.3666,6.63325,7.34847,5.38516,4.79583,4.58258,4,3.74166,4,2.44949,2.44949,2,1,0,1.41421,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide,0,13,74,222,627,1357,2501,4333,6604,9509,12890,16222,19508,22680,25806,28729,31139,32869,34608,35983,36584,37731,37994,37667,37095,36247,35727,34025,32228,31474,29256,27555,25829,24160,22268,20655,19027,17280,15743,14391,12965,11335,10202,9013,7787,6707,5857,5049,4124,3613,2944,2366,1945,1643,1246,994,808,646,475,365,282,225,140,119,92,83,45,31,19,15,3,13,7,4,1,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_error,0,3.60555,8.60233,14.8997,25.04,36.8375,50.01,65.8255,81.265,97.5141,113.534,127.366,139.671,150.599,160.642,169.496,176.462,181.298,186.032,189.692,191.269,194.245,194.92,194.08,192.601,190.386,189.016,184.459,179.522,177.409,171.044,165.997,160.714,155.435,149.225,143.718,137.938,131.453,125.471,119.962,113.864,106.466,101.005,94.9368,88.244,81.8963,76.531,71.0563,64.2184,60.1082,54.2586,48.6415,44.1022,40.5339,35.2987,31.5278,28.4253,25.4165,21.7945,19.105,16.7929,15,11.8322,10.9087,9.59166,9.11043,6.7082,5.56776,4.3589,3.87298,1.73205,3.60555,2.64575,2,1,1.73205,1.41421,1.41421,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_quark_truth,0,12,63,193,523,1109,2019,3492,5142,7311,9712,11807,13755,15477,16753,17732,18269,18344,18207,17892,17155,16851,16238,15414,14756,13919,13256,12142,11267,10874,9696,8974,8167,7366,6400,5785,5047,4525,3947,3493,2958,2460,2164,1815,1514,1306,1076,903,749,628,458,352,269,237,192,128,98,92,58,43,35,26,13,10,9,9,4,5,4,3,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_quark_truth_error,0,3.4641,7.93725,13.8924,22.8692,33.3017,44.9333,59.0931,71.7077,85.5044,98.5495,108.66,117.282,124.407,129.433,133.162,135.163,135.44,134.933,133.761,130.977,129.811,127.428,124.153,121.474,117.979,115.135,110.191,106.146,104.278,98.4683,94.7312,90.3715,85.8254,80,76.0592,71.0422,67.2681,62.8252,59.1016,54.3875,49.5984,46.5188,42.6028,38.9102,36.1386,32.8024,30.05,27.3679,25.0599,21.4009,18.7617,16.4012,15.3948,13.8564,11.3137,9.89949,9.59166,7.61577,6.55744,5.91608,5.09902,3.60555,3.16228,3,3,2,2.23607,2,1.73205,0,1.41421,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_gluon_truth,0,1,7,12,52,137,253,428,812,1207,1870,2666,3573,4606,6110,7494,9103,10487,12019,13529,14727,16042,16859,17465,17664,17902,18240,17865,17327,17044,16442,15839,15288,14666,13985,13229,12533,11479,10640,9902,9159,8193,7429,6665,5819,5009,4425,3868,3128,2797,2323,1893,1575,1310,984,806,661,515,393,299,231,184,115,100,80,68,39,25,14,11,3,10,5,4,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pbpb80_0_10_wide_gluon_truth_error,0,1,2.64575,3.4641,7.2111,11.7047,15.906,20.6882,28.4956,34.7419,43.2435,51.6333,59.7746,67.8675,78.1665,86.5679,95.4096,102.406,109.631,116.314,121.355,126.657,129.842,132.155,132.906,133.798,135.056,133.66,131.632,130.553,128.226,125.853,123.645,121.103,118.258,115.017,111.951,107.14,103.15,99.5088,95.7027,90.5152,86.1916,81.6395,76.2824,70.7743,66.5207,62.1932,55.9285,52.8867,48.1975,43.5086,39.6863,36.1939,31.3688,28.3901,25.7099,22.6936,19.8242,17.2916,15.1987,13.5647,10.7238,10,8.94427,8.24621,6.245,5,3.74166,3.31662,1.73205,3.16228,2.23607,2,1,1.73205,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
